TransactionID,AccountID,TransactionDate,Amount,Balance,TransactionMethod
1754249,5952,2017-03-26 00:00:00,5100,61483.3008,4
1778035,6030,2021-03-31 00:00:00,8300,85637,4
1814921,6148,2018-09-18 00:00:00,6700,46721.3008,4
1850480,6265,2020-02-28 00:00:00,19397,82795.1016,2
1852878,6273,2020-10-05 00:00:00,14017,63084.6016,1
1876442,6353,2020-01-08 00:00:00,3480,66451.2031,4
1876492,6353,2017-05-31 00:00:00,14.6,44479,4
1879571,6363,2021-04-07 00:00:00,3840,57558.6992,4
1907487,6461,2019-12-14 00:00:00,15189,75459.7969,2
3558057,846,2020-07-31 00:00:00,173.9,39777,1
3561594,940,2018-12-31 00:00:00,316.6,79052.7969,1
162999,544,2021-02-23 00:00:00,5400,55878.3984,4
464515,1580,2021-05-31 00:00:00,14.6,48079.3008,4
854460,2912,2020-08-21 00:00:00,12957,48122.3008,2
875493,2982,2019-10-08 00:00:00,18600,85901,4
1197503,4099,2021-10-12 00:00:00,872,58744.1992,6
1269909,4342,2019-09-14 00:00:00,4800,26903.8008,4
3490882,7637,2020-04-30 00:00:00,166.7,38057.6992,1
3492523,7795,2018-04-30 00:00:00,304.1,82736.3984,1
3494299,7957,2021-02-28 00:00:00,164.7,39016.8008,1
3495591,8041,2020-08-31 00:00:00,262.3,100056.5,1
3496832,8129,2018-06-30 00:00:00,149.7,23424.3008,1
3498235,8260,2018-04-30 00:00:00,180.9,45342.6016,1
3502476,8625,2017-11-30 00:00:00,271.9,62788.8984,1
3510493,9377,2018-12-31 00:00:00,91,45358.5,1
3515507,9869,2019-02-28 00:00:00,259.2,65424.6016,1
3520533,10361,2021-01-31 00:00:00,74.1,13971,1
3527062,11042,2020-01-31 00:00:00,220.3,27254,1
3527487,11079,2019-07-31 00:00:00,257.8,75542.3984,1
3528413,11186,2019-11-30 00:00:00,238.1,57393.1992,1
280314,960,2019-01-13 00:00:00,5940,56279.1016,6
289888,993,2021-08-02 00:00:00,7056,37807.5,1
966513,3293,2021-01-13 00:00:00,4500,55490.8984,4
966547,3293,2021-07-31 00:00:00,14.6,65339.6016,4
1437056,4894,2019-12-31 00:00:00,14.6,65221.8008,4
1453827,4949,2021-02-08 00:00:00,36239,67278.2969,3
1467327,4999,2019-05-06 00:00:00,27531,65801.5,3
1467506,4999,2021-01-21 00:00:00,3600,18748.4004,4
1467558,4999,2021-06-30 00:00:00,14.6,40016.6016,4
1502029,5120,2018-07-11 00:00:00,29800,51561,4
1531586,5215,2017-10-24 00:00:00,5900,35074.6016,4
1602538,5442,2019-07-13 00:00:00,47495,76133.3984,1
1602699,5442,2019-04-08 00:00:00,8110,12760.2002,6
1602860,5442,2020-09-13 00:00:00,1017,22082.9004,6
1603014,5442,2016-04-21 00:00:00,37500,59159.3984,4
1612788,5477,2020-11-05 00:00:00,44170,121198.2031,1
1612856,5477,2021-05-12 00:00:00,7279.2998,94399.2031,6
1657183,5622,2017-01-16 00:00:00,38404,68135.2969,1
1657387,5622,2017-02-14 00:00:00,573,36895.8984,6
3599295,2080,2020-11-30 00:00:00,286.5,56104.8008,1
634216,2167,2018-08-05 00:00:00,24368,58077.3008,1
634367,2167,2019-03-12 00:00:00,7094,45114.8984,6
648769,2218,2019-08-12 00:00:00,3034,60312.6016,6
648887,2218,2020-05-23 00:00:00,5700,57293.6992,4
651575,2227,2018-04-01 00:00:00,2600,41067.1016,4
651642,2227,2018-11-11 00:00:00,13386,59706.6992,6
2698902,8931,2021-03-12 00:00:00,3104.7,52614.3984,6
2747125,9093,2018-02-07 00:00:00,18942,44761.8008,1
2798254,9265,2016-05-05 00:00:00,3700,30850.0996,4
2820323,9337,2019-04-12 00:00:00,2172,22084,6
2820536,9337,2020-11-30 00:00:00,14.6,114597.6016,4
2820590,9337,2020-01-25 00:00:00,20500,29431.5,1
2834095,9377,2020-06-08 00:00:00,1000,35416.3984,4
2868417,9491,2020-06-30 00:00:00,30,97925.2969,4
2956323,9790,2019-03-07 00:00:00,9210,69159.8984,6
2963665,9814,2020-10-22 00:00:00,22367,27152.3008,2
2963784,9814,2019-12-09 00:00:00,12500,28157.9004,1
2976623,9859,2020-12-31 00:00:00,14.6,39542.8984,4
2979207,9869,2019-11-06 00:00:00,2498,52596.5,6
2979220,9869,2020-12-06 00:00:00,2498,70734.2969,6
3036190,10065,2021-06-16 00:00:00,6000,104221.8984,4
3036250,10065,2020-04-24 00:00:00,1200,39737.6992,4
30045,97,2020-03-07 00:00:00,15,13644.2002,6
30181,97,2021-01-25 00:00:00,2400,34418.8008,4
587631,2000,2021-06-08 00:00:00,3318,47967.1016,6
799310,2725,2021-10-05 00:00:00,1700,44622.3984,4
829434,2824,2021-10-12 00:00:00,841,102100.2031,6
829553,2824,2019-02-28 00:00:00,14.6,34361.3984,4
1945921,6592,2021-04-17 00:00:00,5550,63733.6992,1
1946082,6592,2020-09-30 00:00:00,14.6,100808.6016,4
1963023,6649,2020-11-30 00:00:00,14.6,47783,4
2042679,6924,2017-12-07 00:00:00,4585,59346.3008,6
2042865,6924,2019-05-31 00:00:00,14.6,16053.0996,4
2042914,6924,2018-12-23 00:00:00,15900,32498.5,4
2051941,6950,2020-07-13 00:00:00,8561,20397.5,6
2078095,7045,2020-10-07 00:00:00,36092,80112.7031,3
2078256,7045,2020-06-24 00:00:00,24300,50788.3984,4
2315133,7637,2020-11-30 00:00:00,14.6,44938.8008,4
2315155,7637,2020-06-15 00:00:00,11600,45454.1992,4
2349821,7753,2017-02-17 00:00:00,2400,20808.9004,4
2350148,7753,2020-06-30 00:00:00,35900,78408.7031,4
2364101,7795,2018-08-03 00:00:00,13300,41649.1016,4
3601410,2153,2020-04-30 00:00:00,108.6,26375.6992,1
3629247,2982,2021-06-30 00:00:00,274.6,37577.6992,1
3629668,2994,2021-08-31 00:00:00,177.9,36022.6016,1
163040,544,2021-03-31 00:00:00,14.6,47871.1016,4
854300,2912,2018-07-08 00:00:00,30741,147375.0938,1
854598,2912,2019-07-19 00:00:00,7600,39907.5,4
875239,2982,2021-04-18 00:00:00,2600,77302.5,4
876548,2986,2020-01-10 00:00:00,1390,40940.6992,6
876689,2986,2020-02-03 00:00:00,5000,24962.3008,4
878984,2994,2021-08-12 00:00:00,19069,58655.6992,1
1197480,4099,2019-11-18 00:00:00,900,45699.5,4
1267896,4337,2019-09-18 00:00:00,33109,78382.3984,1
1268030,4337,2020-12-10 00:00:00,16529,54856.8008,2
1269802,4342,2021-12-01 00:00:00,19169,106053.3984,1
3479751,9265,2018-12-31 00:00:00,298.8,90531.1016,1
3490883,7637,2020-05-31 00:00:00,176.8,41414.8008,1
3495568,8041,2018-09-30 00:00:00,203.9,53790.6992,1
3500890,8492,2019-05-31 00:00:00,183.3,46178.6016,1
3507665,9093,2018-05-31 00:00:00,144.3,36988,1
3515514,9869,2019-09-30 00:00:00,219.2,57715.8008,1
3520041,10297,2021-12-31 00:00:00,314.3,77686.6016,1
3523207,10663,2018-06-30 00:00:00,271.6,59597.5,1
274318,940,2019-12-30 00:00:00,1800,99547.2031,4
274333,940,2020-06-18 00:00:00,2400,59408.8008,4
280288,960,2021-11-12 00:00:00,3151,73501.2969,6
289952,993,2021-09-15 00:00:00,5887,40106.3008,2
688092,2350,2021-01-06 00:00:00,26418,68933.2031,1
688330,2350,2021-04-26 00:00:00,30400,46970,4
966353,3293,2020-10-10 00:00:00,46012,95260.7031,3
1427204,4863,2020-02-14 00:00:00,3300,52737.3984,6
1427278,4863,2020-09-28 00:00:00,7236,61580.8984,2
1436875,4894,2020-03-19 00:00:00,4400,65487.6992,4
2788935,9235,2021-06-12 00:00:00,1735,61450.3008,6
2797996,9265,2020-01-05 00:00:00,9493,44657.8984,6
2798117,9265,2020-12-09 00:00:00,7800,67341.8984,4
2820586,9337,2019-09-27 00:00:00,3200,36303.3008,1
2833803,9377,2021-02-09 00:00:00,11209,57396.3008,1
2834076,9377,2018-11-16 00:00:00,28400,50273.1992,4
2956339,9790,2020-07-07 00:00:00,9210,37237.6992,6
2956432,9790,2020-04-07 00:00:00,2488,71446,6
2963640,9814,2020-11-11 00:00:00,6700,34586.3984,4
2963700,9814,2019-06-05 00:00:00,3000,66152.7969,4
2963767,9814,2018-09-16 00:00:00,1600,48338.5,4
2976639,9859,2019-12-05 00:00:00,24900,59075.8008,4
3022562,10022,2021-08-12 00:00:00,4542.7002,34367.1992,6
3022680,10022,2020-12-03 00:00:00,10300,45679.1992,4
246331,846,2019-07-05 00:00:00,31649,74432.7031,1
542015,1843,2016-11-30 00:00:00,14.6,22587.5,4
542101,1843,2018-05-20 00:00:00,8400,30195.1992,4
548690,1869,2021-04-11 00:00:00,24664,82909.2031,1
548740,1869,2021-01-03 00:00:00,5200,91551.1016,4
548801,1869,2021-01-31 00:00:00,14.6,73220.2031,4
550968,1876,2021-08-31 00:00:00,14.6,40233.1992,4
1295007,4423,2021-02-28 00:00:00,38339,62793.6016,1
1304887,4456,2021-11-29 00:00:00,34999,82068.1016,1
1318920,4503,2018-06-18 00:00:00,17513,52712,1
1318929,4503,2018-05-14 00:00:00,44655,102546.5,1
1319047,4503,2019-06-14 00:00:00,23235,51548.6016,2
1319115,4503,2019-07-31 00:00:00,14.6,97070,4
1319133,4503,2021-01-31 00:00:00,14.6,36349.8984,4
1319150,4503,2018-06-02 00:00:00,28700,49499,4
1327812,4533,2021-02-01 00:00:00,39556,104087,1
1327819,4533,2021-11-24 00:00:00,49197,105659,1
1327932,4533,2021-01-21 00:00:00,59900,51616.5,4
1327939,4533,2021-05-23 00:00:00,33000,83704.7969,4
1340818,4580,2021-07-05 00:00:00,1600,63113.8984,4
1340861,4580,2020-02-09 00:00:00,8723,81851.1016,6
1340997,4580,2019-09-30 00:00:00,14.6,23483.9004,4
1352338,4616,2020-11-02 00:00:00,22606,58522.1016,1
1383995,4715,2021-11-12 00:00:00,4049,83980.1016,6
1393057,4746,2021-05-16 00:00:00,8700,61377.5,4
3456584,9337,2018-07-31 00:00:00,171.8,37322,1
3456602,9337,2019-11-30 00:00:00,0.4,28578.5,4
3474622,8327,2019-05-31 00:00:00,267.6,79996.6016,1
3475787,8533,2019-12-31 00:00:00,380,80829.7969,1
3475846,8547,2018-11-30 00:00:00,169.9,38095.3008,1
3476331,8625,2019-02-28 00:00:00,368.9,72800.8984,1
3478679,9093,2021-04-30 00:00:00,235.2,57724.5,1
3479518,9235,2020-07-31 00:00:00,163.1,41069.8008,1
3664103,4361,2019-06-30 00:00:00,432.3,108338.5,1
3664579,4423,2021-10-31 00:00:00,179.7,38817.6992,1
3664885,4456,2019-10-31 00:00:00,238.5,75158.7969,1
3666721,4746,2021-03-31 00:00:00,152.3,48122.5,1
3671753,5593,2021-02-28 00:00:00,359.4,96807.1016,1
3675860,6353,2019-01-31 00:00:00,184.4,39703.3984,1
854619,2912,2020-10-12 00:00:00,9600,33842.8984,4
875316,2982,2021-09-13 00:00:00,164,98994.8984,6
876686,2986,2019-11-05 00:00:00,21800,38867.1992,4
1197533,4099,2019-10-28 00:00:00,5280,31914,4
1268228,4337,2021-05-10 00:00:00,49700,91141.8984,4
3479767,9265,2020-04-30 00:00:00,277,76272.5,1
3493188,7859,2018-09-30 00:00:00,348,85487,1
3493216,7859,2021-01-31 00:00:00,303,63996,1
3498263,8260,2020-08-31 00:00:00,370.6,90992.2031,1
3526216,10954,2019-08-31 00:00:00,11.6,21669.5996,1
3526846,11013,2019-09-30 00:00:00,270.8,61463.6016,1
274181,940,2018-11-11 00:00:00,37837,91491.3984,3
274367,940,2018-12-31 00:00:00,14.6,79038.2031,4
280530,960,2021-04-30 00:00:00,100,48962.6016,4
290029,993,2021-05-31 00:00:00,14.6,71081.6016,4
688081,2350,2020-12-09 00:00:00,31428,59725,1
1427140,4863,2020-10-09 00:00:00,38042,68891.1016,3
1427208,4863,2020-06-14 00:00:00,3300,87434.7969,6
3477656,8931,2021-01-31 00:00:00,106.5,41258,1
3478676,9093,2021-01-31 00:00:00,258.3,60543.8984,1
3478681,9093,2021-06-30 00:00:00,216,55377.6992,1
3637164,3229,2019-01-31 00:00:00,323.9,66202,1
3667600,4894,2019-07-31 00:00:00,275.8,74953,1
3667607,4894,2020-02-28 00:00:00,193.4,34247.3008,1
3671956,5622,2021-04-30 00:00:00,360.8,115006.5,1
3679147,6950,2021-09-30 00:00:00,304.4,69876.8984,1
3680533,7156,2020-09-30 00:00:00,52.4,20998.4004,1
196351,666,2020-01-10 00:00:00,14658,43895.5,1
199039,675,2021-07-31 00:00:00,14.6,57465.1016,4
199079,675,2021-07-18 00:00:00,4100,57238.6016,4
211415,718,2019-11-10 00:00:00,6700,27426.0996,4
232178,790,2019-12-12 00:00:00,4335.7998,27096.0996,6
232314,790,2019-01-27 00:00:00,7500,28960.3008,4
232366,790,2019-02-28 00:00:00,14.6,81322.1016,4
241428,825,2020-03-07 00:00:00,9235,14133.2002,6
3088172,10243,2021-06-08 00:00:00,47941,112847.1016,1
3104152,10297,2019-07-11 00:00:00,9902,52629.1016,6
3104293,10297,2021-10-31 00:00:00,14.6,74959.2031,4
3122276,10361,2021-04-30 00:00:00,14.6,30292.1992,4
3134888,10404,2021-01-05 00:00:00,100,35731.1992,6
3137098,10411,2021-06-13 00:00:00,10800,62760.8008,4
3145296,10439,2019-02-05 00:00:00,10134,12215.0996,6
3145514,10439,2017-09-17 00:00:00,19400,46406.8984,4
3170303,10520,2021-01-28 00:00:00,7500,24240.0996,5
3198749,10613,2021-07-31 00:00:00,14.6,56113.5,4
3207420,10644,2021-10-14 00:00:00,11053,83905,6
3209378,10650,2021-10-04 00:00:00,30500,70999.5,4
3213581,10663,2018-03-31 00:00:00,14.6,41712.6992,4
3213591,10663,2019-01-31 00:00:00,14.6,24870,4
3235494,10738,2021-09-06 00:00:00,186,109167.6016,6
3235541,10738,2019-08-10 00:00:00,8042,48099.8008,6
3235809,10738,2018-06-06 00:00:00,10300,36330,4
3314789,11013,2017-09-10 00:00:00,756,37543.8984,6
3324339,11042,2020-04-05 00:00:00,36191,83845,3
3353982,11138,2020-08-26 00:00:00,63700,61038.5,4
3369284,11186,2021-07-11 00:00:00,9810,97815.7969,6
3423027,11359,2021-06-06 00:00:00,4518,53075.3984,6
30046,97,2020-04-07 00:00:00,15,23088.9004,6
829413,2824,2020-01-12 00:00:00,841,66195,6
829601,2824,2018-01-13 00:00:00,3200,30231.5996,4
1921061,6510,2021-05-12 00:00:00,5800,25031.5,1
1962913,6649,2021-07-12 00:00:00,1671,26142.8008,6
2042725,6924,2021-10-07 00:00:00,4585,41818.5,6
2078269,7045,2021-07-19 00:00:00,24000,61813.8984,4
2079517,7049,2021-11-05 00:00:00,49519,103881.5,3
2114492,7156,2021-02-08 00:00:00,14500,48791.8008,4
2315134,7637,2020-12-31 00:00:00,14.6,48554.8008,4
2349919,7753,2021-06-09 00:00:00,58500,38809.8008,4
2350038,7753,2018-08-31 00:00:00,14.6,31329.1992,4
2364080,7795,2020-12-31 00:00:00,14.6,68206.5,4
3607684,2350,2020-01-31 00:00:00,345.8,87175.2969,1
89858,303,2021-06-05 00:00:00,23108,72230,1
89885,303,2020-09-09 00:00:00,3803,55112,6
99056,339,2020-06-12 00:00:00,70210,99681.6016,3
498298,1698,2019-10-31 00:00:00,14.6,34813.5,4
516352,1766,2019-02-13 00:00:00,19608,37835.6992,1
516481,1766,2019-11-09 00:00:00,43,11253.4004,6
1736847,5891,2021-01-03 00:00:00,3900,44052.6992,5
1752753,5944,2021-10-12 00:00:00,1640,57735,6
1754377,5952,2021-11-09 00:00:00,3028,57869,6
1777946,6030,2019-03-31 00:00:00,14.6,44414.6016,4
1787194,6062,2021-01-07 00:00:00,37379,63168,3
1787196,6062,2021-03-07 00:00:00,37379,55178.6016,3
3235473,10738,2019-12-06 00:00:00,186,40181.8008,6
3235523,10738,2018-02-10 00:00:00,8042,34397,6
3297105,10954,2020-07-31 00:00:00,14.6,44334.1016,4
3314857,11013,2017-05-14 00:00:00,9499,50742.3984,6
3324526,11042,2021-12-12 00:00:00,6000,50665.6992,4
3354573,11141,2021-05-31 00:00:00,30,36241.1016,4
3423244,11359,2021-10-31 00:00:00,14.6,65095.6016,4
280313,960,2018-12-13 00:00:00,5940,79723,6
289880,993,2019-12-23 00:00:00,21867,35067,1
966526,3293,2021-11-26 00:00:00,10500,57631.3984,4
1436914,4894,2020-05-11 00:00:00,15591,45527.3008,2
1437048,4894,2019-04-30 00:00:00,14.6,53407.6992,4
1453949,4949,2020-10-31 00:00:00,14.6,56013.1992,4
1453971,4949,2020-06-08 00:00:00,17300,101490.3984,4
1467367,4999,2019-09-19 00:00:00,5700,20597.5,4
1501793,5120,2019-12-10 00:00:00,3008,67314.7031,6
1505746,5133,2020-10-27 00:00:00,31347,73278,1
1530390,5213,2019-06-05 00:00:00,70071,119010.3984,3
1531142,5215,2017-03-08 00:00:00,5315,22727.0996,6
1612801,5477,2021-09-15 00:00:00,24997,68877.1016,1
1612806,5477,2021-02-11 00:00:00,21750,78112.3984,1
1650192,5593,2019-08-02 00:00:00,39816,88753.5,1
1650256,5593,2020-01-12 00:00:00,3697.8,16742.4004,6
1650464,5593,2021-11-13 00:00:00,15400,64317.8984,4
1657400,5622,2018-03-14 00:00:00,573,88492.6016,6
1657623,5622,2020-02-28 00:00:00,14.6,44548.3008,4
3591378,1843,2018-06-30 00:00:00,104.5,25325.8008,1
34206,110,2020-10-12 00:00:00,4516,31197.1992,6
791694,2699,2020-11-25 00:00:00,4800,59608.8984,4
2042664,6924,2021-09-12 00:00:00,4059.5,44471.6016,6
2051956,6950,2021-10-13 00:00:00,8561,75724.2969,6
2051986,6950,2021-04-12 00:00:00,9910,60325.6016,6
2307972,7614,2019-02-26 00:00:00,20530,52108.1016,2
2308091,7614,2018-12-05 00:00:00,24900,45542.3984,4
2315163,7637,2021-02-10 00:00:00,4800,53530.8008,4
2347140,7745,2021-04-12 00:00:00,2153.8,60551.6016,6
2363893,7795,2021-11-08 00:00:00,25361,144247.7969,1
3600237,2116,2019-08-31 00:00:00,384,68748.2031,1
67938,226,2021-03-08 00:00:00,19059,66412.2969,1
634225,2167,2019-05-05 00:00:00,24368,58526.5,1
634352,2167,2017-12-12 00:00:00,7094,65903.6016,6
648797,2218,2021-12-12 00:00:00,3034,87321.2969,6
648990,2218,2020-06-08 00:00:00,15300,56979.5,4
2747112,9093,2017-01-07 00:00:00,18942,31964.4004,1
2747427,9093,2019-01-01 00:00:00,720,58871.1016,4
2747454,9093,2018-04-06 00:00:00,2160,31184,4
2747563,9093,2018-06-06 00:00:00,1000,36121.6992,4
2788907,9235,2019-02-19 00:00:00,1600,34637.6016,4
2788924,9235,2020-07-12 00:00:00,1735,56606.6992,6
2789043,9235,2021-08-31 00:00:00,14.6,60781.6992,4
2797776,9265,2016-08-10 00:00:00,22845,103467.2031,1
2797783,9265,2017-03-11 00:00:00,5582,57628.5,1
2797917,9265,2019-06-15 00:00:00,2600,33063.8984,4
2798078,9265,2020-11-12 00:00:00,4017,90535.8984,6
2820246,9337,2017-02-02 00:00:00,12687,13078.7998,1
2833890,9377,2020-09-07 00:00:00,2758,64517.1016,6
2868306,9491,2021-08-14 00:00:00,2245,81487.6016,6
2956519,9790,2020-01-03 00:00:00,6300,62498,4
2963554,9814,2019-02-18 00:00:00,11427,54885.6016,1
2976628,9859,2021-05-31 00:00:00,14.6,46512.3984,4
2979044,9869,2018-04-13 00:00:00,22184,52243.3984,1
2979366,9869,2017-07-31 00:00:00,14.6,33454.6016,4
2979420,9869,2016-10-20 00:00:00,13100,32904.3008,4
3036153,10065,2020-08-19 00:00:00,8075,73388.7969,2
1501620,5120,2018-06-13 00:00:00,29638,43588.3008,1
1530402,5213,2020-06-05 00:00:00,70071,107696.3984,3
1531251,5215,2020-04-08 00:00:00,372,51944.8008,6
1531318,5215,2019-11-10 00:00:00,870,62240.1992,6
1602526,5442,2017-08-24 00:00:00,13442,23101.8008,1
1602541,5442,2019-05-11 00:00:00,43442,65168.8008,1
1602677,5442,2017-06-08 00:00:00,8110,,6
1602727,5442,2021-08-08 00:00:00,8110,47993.3008,6
1602863,5442,2020-12-13 00:00:00,1017,38841.5,6
1613063,5477,2020-11-05 00:00:00,24100,97098.2031,4
1613076,5477,2021-05-27 00:00:00,24200,95598.2031,4
1652546,5602,2021-12-12 00:00:00,11700,40971.1016,4
3588361,1766,2019-11-30 00:00:00,86.8,21247.1992,1
241506,825,2020-01-22 00:00:00,840,15389.0996,4
1072272,3664,2020-08-23 00:00:00,46737,97215.3984,1
3098597,10280,2021-01-25 00:00:00,5800,37752.6016,4
3104173,10297,2021-04-11 00:00:00,9902,69043.1016,6
3104309,10297,2020-04-13 00:00:00,3500,39677.5,1
3122161,10361,2021-09-07 00:00:00,43440,55441.1992,3
3134859,10404,2021-08-07 00:00:00,1203,57319.8984,6
3136817,10411,2020-05-30 00:00:00,36521,101288.7969,1
3137089,10411,2021-08-29 00:00:00,18735,53757.6992,2
3137119,10411,2020-01-17 00:00:00,5100,32843.1992,5
3145488,10439,2020-07-31 00:00:00,14.6,94357.2031,4
3207488,10644,2020-12-09 00:00:00,25000,44451.3984,4
3209315,10650,2021-09-07 00:00:00,10356,58303.3008,6
3218300,10679,2021-01-12 00:00:00,6670,71350.1016,6
3218310,10679,2021-11-12 00:00:00,6670,56769.1016,6
3235300,10738,2018-07-22 00:00:00,26516,115840.2031,1
3314746,11013,2020-02-12 00:00:00,4579,30036,6
3315132,11013,2018-03-06 00:00:00,10200,42119.3008,4
3324538,11042,2018-09-30 00:00:00,14.6,39270.6016,4
3335924,11079,2021-05-11 00:00:00,49149,127253.6016,3
3336132,11079,2020-03-04 00:00:00,18000,66243.7969,4
3353756,11138,2021-01-10 00:00:00,16496,47387.6016,1
3353914,11138,2019-07-31 00:00:00,30,84222.1016,4
3423286,11359,2021-02-12 00:00:00,3000,14058.0996,1
3448816,3166,2017-08-31 00:00:00,110.5,25814.3008,1
541992,1843,2019-11-09 00:00:00,9000,26753.6992,4
542012,1843,2016-08-31 00:00:00,14.6,19902,4
547280,1862,2020-12-30 00:00:00,800,49995.6016,1
550918,1876,2021-07-11 00:00:00,6900,34144.8984,4
853756,2910,2021-04-06 00:00:00,7656,42006,6
853833,2910,2021-12-15 00:00:00,27200,44762.5,4
1295005,4423,2021-08-16 00:00:00,6564,43342.3984,1
1295064,4423,2021-02-12 00:00:00,2051,39423.6016,6
1295104,4423,2020-06-11 00:00:00,1277,17144.9004,6
1304862,4456,2020-10-14 00:00:00,46367,128190.2969,1
1318956,4503,2019-02-10 00:00:00,20908,81726.7031,1
1319119,4503,2019-11-30 00:00:00,14.6,55178.8008,4
1319144,4503,2018-02-02 00:00:00,11100,11300,1
1340795,4580,2019-08-09 00:00:00,1300,21367.3008,4
1356689,4631,2021-02-08 00:00:00,21882,57190.6992,3
1356748,4631,2020-08-02 00:00:00,4263,30703.5996,2
1383943,4715,2020-07-09 00:00:00,45859,93352.2031,3
1384097,4715,2019-11-27 00:00:00,11000,35259,4
3664114,4361,2020-05-31 00:00:00,212,52497.6992,1
3664121,4361,2020-12-31 00:00:00,412,92116.8984,1
3664836,4448,2018-01-31 00:00:00,189.3,72228.7031,1
3675366,6273,2018-08-31 00:00:00,135.6,39909.8984,1
3675373,6273,2019-03-31 00:00:00,158.6,62105.6016,1
3675836,6353,2017-01-31 00:00:00,132.3,37414.1016,1
3675851,6353,2018-04-30 00:00:00,214.5,47977.6016,1
3678896,6924,2019-02-28 00:00:00,91.2,22096.9004,1
610891,2080,2020-08-07 00:00:00,63100,44113.3984,4
627297,2143,2019-10-13 00:00:00,22446,58396.3984,1
630765,2153,2019-06-30 00:00:00,30,25851.4004,4
3492110,7753,2021-12-31 00:00:00,176.6,60100.6016,1
3492552,7795,2020-09-30 00:00:00,375,68243.7031,1
3493751,7894,2020-03-31 00:00:00,349.7,95156.7031,1
3495486,8038,2020-03-31 00:00:00,235.4,52257.8008,1
3497355,8173,2020-08-31 00:00:00,218,39303.6016,1
3498264,8260,2020-09-30 00:00:00,342,62854.6992,1
3498273,8260,2021-06-30 00:00:00,257.8,27959.5,1
3500891,8492,2019-06-30 00:00:00,171.2,45554.6016,1
3500909,8492,2020-12-31 00:00:00,159.1,59585.3984,1
3502523,8625,2021-10-31 00:00:00,183,47863.1016,1
3509495,9235,2020-02-28 00:00:00,80.4,29922.5,1
3509767,9265,2019-03-31 00:00:00,333.1,76411.2031,1
3510225,9337,2020-11-30 00:00:00,345.1,113880.2969,1
3514799,9790,2019-03-31 00:00:00,185.6,28659.5,1
3514814,9790,2020-06-30 00:00:00,246.2,44962.3008,1
3519917,10280,2020-04-30 00:00:00,278.9,102012.2969,1
3523231,10663,2020-06-30 00:00:00,215.2,37439.6992,1
3533714,97,2021-03-31 00:00:00,167.2,43563,1
605852,2062,2020-11-05 00:00:00,3136,44535.8008,6
619909,2116,2020-12-23 00:00:00,4000,38699.5,1
630623,2153,2021-09-11 00:00:00,1737,73860.8984,6
630757,2153,2021-02-11 00:00:00,6000,43114.3984,4
630809,2153,2020-04-01 00:00:00,8300,14882.5996,4
894769,3050,2020-05-08 00:00:00,119,76568.2969,6
894888,3050,2018-12-04 00:00:00,6004,24780.1992,2
2412415,7957,2019-04-30 00:00:00,14.6,33121.3984,4
2412482,7957,2020-10-26 00:00:00,10300,45343.3984,4
2434551,8026,2021-01-31 00:00:00,14.6,51956.3984,4
2438036,8038,2021-08-14 00:00:00,22016,54670.6992,1
2438630,8039,2021-11-01 00:00:00,100,25026.1992,5
2438884,8041,2018-11-11 00:00:00,11970,86793,1
2464815,8129,2020-09-05 00:00:00,6184,26344,6
2465008,8129,2021-03-31 00:00:00,14.6,33216.5,4
2477227,8173,2020-10-05 00:00:00,40840,88168.6016,3
2477234,8173,2021-05-05 00:00:00,40840,77426.3984,3
2477592,8173,2020-09-12 00:00:00,15700,62029,4
2502013,8260,2021-05-10 00:00:00,5700,49221.1992,4
2502133,8260,2018-07-31 00:00:00,14.6,43586.8984,4
2502253,8260,2021-06-08 00:00:00,60400,65001.6992,4
2583344,8533,2020-06-01 00:00:00,12300,59641,4
2586464,8547,2021-04-01 00:00:00,8001,19592.8008,2
2586617,8547,2021-07-01 00:00:00,11100,31589,1
2610652,8625,2021-07-07 00:00:00,43988,88915.7031,1
2610948,8625,2018-02-28 00:00:00,14.6,87012.2969,4
542058,1843,2020-06-30 00:00:00,14.6,35326.3984,4
550917,1876,2021-06-18 00:00:00,10700,23647.6992,4
853759,2910,2021-07-06 00:00:00,7656,31356.9004,6
1295237,4423,2021-01-29 00:00:00,7800,79620.3984,4
1302615,4448,2020-12-31 00:00:00,14.6,111596.6016,4
1318928,4503,2018-03-26 00:00:00,13930,81381.3984,1
1327840,4533,2021-07-12 00:00:00,2253.5,48650.6016,6
1340871,4580,2020-12-09 00:00:00,8723,59599.6016,6
1341032,4580,2018-04-24 00:00:00,8200,29076.0996,4
1352365,4616,2021-06-06 00:00:00,48472,126685.8984,1
1352465,4616,2020-12-31 00:00:00,14.6,89580.5,4
1384089,4715,2021-04-30 00:00:00,14.6,61013.3008,4
3456576,9337,2018-01-31 00:00:00,14,1605.2,1
3474639,8327,2020-10-31 00:00:00,146.9,40825.5,1
3639620,3293,2021-06-30 00:00:00,270.9,80639.3984,1
3665760,4580,2017-12-31 00:00:00,203.4,38658.3984,1
3666713,4746,2020-07-31 00:00:00,190.1,28406.5996,1
3670879,5442,2018-11-30 00:00:00,2,,4
3682713,9337,2018-08-31 00:00:00,198.8,70859.2031,1
198973,675,2020-01-26 00:00:00,1800,31200.9004,4
211401,718,2021-02-01 00:00:00,29169,50674.6016,1
211451,718,2019-11-09 00:00:00,726,34126.1016,6
211469,718,2021-05-09 00:00:00,726,64396.5,6
