AccountID,StatementFrequency,OpenedDate
2011,Monthly,2016-03-25
2012,Monthly,2019-04-08
2013,Monthly,2019-08-15
2015,Monthly,2018-11-25
2016,Monthly,2020-02-23
2017,Monthly,2019-02-21
2018,Monthly,2018-06-04
2019,Monthly,2020-06-11
2020,Monthly,2016-09-04
2021,Monthly,2020-02-05
2022,Monthly,2016-06-11
2023,Monthly,2016-01-26
2024,Monthly,2020-03-02
2025,Monthly,2017-10-02
2026,Monthly,2019-09-14
2027,Monthly,2017-11-28
2028,Weekly,2017-11-26
2029,Monthly,2016-05-29
2030,Monthly,2017-09-13
2032,Monthly,2019-11-14
2033,Monthly,2019-03-20
2034,Monthly,2019-08-21
2035,Monthly,2019-05-10
2036,Monthly,2020-10-03
2037,Monthly,2016-05-06
2038,Monthly,2016-08-06
2039,Monthly,2016-03-12
2040,Monthly,2019-06-25
2041,Monthly,2018-07-05
2042,Monthly,2020-02-12
2043,Monthly,2018-11-27
2044,Monthly,2017-11-23
2045,Monthly,2019-09-09
2046,Monthly,2019-10-17
2047,Monthly,2018-02-21
2048,Monthly,2020-03-30
2049,Monthly,2020-12-19
2050,Monthly,2016-10-22
2051,Weekly,2018-11-08
2052,Monthly,2016-10-20
2053,Monthly,2020-10-16
2054,Monthly,2018-01-24
2055,Monthly,2020-04-17
2056,Monthly,2016-04-07
2057,Monthly,2020-06-20
2058,Monthly,2019-09-09
2059,Monthly,2017-10-08
2060,Monthly,2019-12-05
2061,Monthly,2016-05-12
2062,Monthly,2019-03-06
2063,Monthly,2016-12-04
2064,Monthly,2019-12-30
2065,Monthly,2019-08-28
2066,Monthly,2019-08-07
2067,Monthly,2017-04-07
2068,Monthly,2016-06-02
2069,Monthly,2020-10-08
2070,Monthly,2016-01-29
2071,Monthly,2020-05-08
2072,Monthly,2016-10-17
2073,Monthly,2020-08-14
2074,Monthly,2019-02-18
2075,Monthly,2019-01-01
2076,Monthly,2019-09-17
2077,Monthly,2018-01-04
2078,Monthly,2016-07-08
2079,Monthly,2020-09-06
2080,Monthly,2020-04-27
2081,Monthly,2020-07-02
2082,Monthly,2016-09-03
2083,Monthly,2019-09-28
2084,Monthly,2019-09-08
2085,Monthly,2020-02-13
2086,Weekly,2019-08-09
2087,Weekly,2016-01-08
2088,Monthly,2016-07-28
2089,Weekly,2020-03-05
2090,Monthly,2019-11-26
2091,Monthly,2019-09-25
2092,Monthly,2017-04-29
2093,Monthly,2020-07-07
2094,Monthly,2019-08-23
2095,Monthly,2018-12-19
2096,Monthly,2018-06-17
2097,Monthly,2020-10-11
2099,Weekly,2016-01-12
2101,Monthly,2019-08-04
2102,Monthly,2019-08-05
2103,Monthly,2020-02-01
2104,Monthly,2019-06-12
2105,Monthly,2019-03-09
2106,Monthly,2019-02-01
2107,Monthly,2019-11-09
2108,Monthly,2019-07-06
2109,Monthly,2019-02-02
2110,Monthly,2016-02-23
2111,Weekly,2018-01-25
2112,Monthly,2019-07-12
2113,Monthly,2019-08-28
2114,Monthly,2019-08-11
2115,Monthly,2019-12-05
2116,Monthly,2019-05-02
2117,Monthly,2019-08-07
2118,Monthly,2020-05-11
2119,Monthly,2018-09-21
2121,Monthly,2017-12-05
2122,Monthly,2016-01-08
2123,Monthly,2016-07-26
2124,Monthly,2016-02-20
2125,Weekly,2020-11-20
2126,Monthly,2020-02-09
2127,Monthly,2020-05-09
2128,Monthly,2016-12-10
2130,Monthly,2019-11-04
2131,Monthly,2019-07-11
2132,Monthly,2016-10-08
2133,Monthly,2020-10-07
2134,Monthly,2019-08-06
2135,Monthly,2020-06-17
2136,Monthly,2020-10-02
2137,Issuance After Transaction,2016-08-17
2138,Monthly,2020-08-11
2139,Monthly,2018-06-09
2140,Monthly,2016-10-21
2141,Monthly,2020-05-09
2142,Monthly,2020-09-01
2143,Monthly,2019-01-13
2144,Issuance After Transaction,2018-07-21
2146,Monthly,2016-06-05
2147,Monthly,2019-07-10
2148,Monthly,2018-09-22
2149,Monthly,2019-08-11
2150,Monthly,2016-09-12
2151,Monthly,2018-02-08
2152,Monthly,2020-10-23
2153,Weekly,2019-01-07
2154,Monthly,2017-04-21
2155,Monthly,2017-06-08
2156,Monthly,2019-09-11
2157,Monthly,2018-11-08
2158,Monthly,2020-03-29
2159,Monthly,2019-01-01
2160,Monthly,2019-11-10
2161,Weekly,2016-12-30
2162,Monthly,2020-11-21
2163,Monthly,2018-01-05
2164,Monthly,2019-09-12
2165,Monthly,2020-04-08
2166,Monthly,2020-04-12
2167,Monthly,2016-08-08
2169,Monthly,2020-07-09
2170,Issuance After Transaction,2017-05-19
2172,Monthly,2020-09-02
2173,Monthly,2020-05-02
2174,Monthly,2020-10-24
2175,Monthly,2016-04-27
2176,Monthly,2016-06-06
2177,Monthly,2016-01-04
2178,Monthly,2018-05-15
2179,Weekly,2017-01-14
2180,Monthly,2016-10-27
2182,Monthly,2020-07-12
2183,Monthly,2020-07-17
2184,Monthly,2020-05-07
2185,Monthly,2018-01-18
2186,Monthly,2016-07-07
2187,Weekly,2019-02-26
2189,Monthly,2016-04-22
2190,Weekly,2019-06-04
2191,Monthly,2019-08-08
2192,Monthly,2019-03-22
2193,Monthly,2019-11-03
2194,Monthly,2020-02-25
2195,Monthly,2017-10-08
2196,Monthly,2020-07-24
2197,Monthly,2020-07-26
2199,Monthly,2016-08-04
2200,Monthly,2020-06-26
2201,Monthly,2016-10-05
2203,Monthly,2018-04-04
2204,Monthly,2020-07-20
2205,Monthly,2019-04-13
2206,Monthly,2018-08-10
2207,Monthly,2019-01-25
2208,Monthly,2020-07-02
2209,Monthly,2019-08-15
2210,Monthly,2019-08-13
2211,Issuance After Transaction,2020-11-10
2212,Monthly,2019-02-12
2213,Monthly,2016-07-11
2214,Monthly,2019-01-27
2215,Monthly,2020-10-17
2216,Monthly,2016-04-17
2217,Monthly,2019-01-27
2218,Monthly,2017-11-21
2219,Monthly,2016-03-11
2220,Monthly,2016-02-10
2221,Monthly,2020-11-15
2222,Monthly,2016-05-01
2223,Monthly,2019-01-05
2224,Issuance After Transaction,2020-03-08
2225,Monthly,2019-01-24
2226,Monthly,2019-02-17
2227,Weekly,2017-05-22
2228,Monthly,2017-03-19
2229,Monthly,2020-01-27
2230,Monthly,2019-02-11
2231,Monthly,2020-10-14
2232,Monthly,2019-05-07
2233,Monthly,2019-01-03
2234,Monthly,2019-11-21
2235,Monthly,2018-10-22
2236,Monthly,2018-08-27
2237,Monthly,2018-12-13
2239,Monthly,2018-01-05
2240,Monthly,2019-10-07
2241,Monthly,2016-02-08
2242,Weekly,2016-02-25
2243,Monthly,2019-01-24
2244,Monthly,2018-07-19
2245,Monthly,2016-03-30
2246,Monthly,2019-04-25
2247,Monthly,2019-04-13
2250,Monthly,2016-11-02
2252,Monthly,2019-10-05
2253,Monthly,2016-07-24
2254,Monthly,2019-04-17
2255,Monthly,2018-10-14
2256,Monthly,2016-02-06
2257,Monthly,2016-12-21
2258,Monthly,2019-11-12
2259,Monthly,2017-05-14
2260,Monthly,2017-06-07
2261,Weekly,2019-12-27
2262,Monthly,2020-02-08
2263,Monthly,2019-03-12
2264,Monthly,2019-11-22
2265,Monthly,2018-08-03
2266,Monthly,2019-07-19
2267,Weekly,2017-09-20
2268,Monthly,2018-02-11
2269,Monthly,2016-11-04
2270,Monthly,2020-03-08
2271,Monthly,2016-11-13
2272,Monthly,2020-10-08
2274,Monthly,2019-01-21
2275,Monthly,2019-09-16
2276,Monthly,2016-10-22
2278,Monthly,2019-08-03
2279,Weekly,2019-10-30
2280,Monthly,2018-08-17
2281,Monthly,2018-07-13
2282,Weekly,2016-09-17
2285,Monthly,2019-11-21
2286,Monthly,2019-12-06
2287,Monthly,2019-04-21
2288,Monthly,2019-01-01
2289,Monthly,2019-03-07
2290,Monthly,2019-10-22
2291,Monthly,2019-07-27
2292,Monthly,2018-06-29
2293,Monthly,2016-02-13
2294,Monthly,2019-09-29
2295,Monthly,2019-06-25
2296,Monthly,2020-11-05
2297,Monthly,2018-06-18
2298,Monthly,2016-07-03
2299,Monthly,2020-01-21
2300,Monthly,2020-01-13
2301,Monthly,2018-10-10
2302,Monthly,2016-09-10
2303,Monthly,2019-11-24
2304,Monthly,2019-02-19
2305,Monthly,2016-12-11
2306,Monthly,2016-12-08
2307,Monthly,2018-07-12
2309,Monthly,2018-12-03
2310,Monthly,2018-07-19
2311,Monthly,2020-10-19
2312,Monthly,2020-09-26
2313,Weekly,2016-04-13
2314,Monthly,2019-09-07
2315,Monthly,2017-02-13
2316,Monthly,2020-07-21
2317,Monthly,2020-08-28
2318,Monthly,2016-11-08
2319,Monthly,2019-07-02
2321,Monthly,2016-05-13
2322,Monthly,2018-01-02
2323,Monthly,2018-05-08
2324,Monthly,2020-05-24
2325,Monthly,2020-02-26
2326,Monthly,2017-01-24
2327,Monthly,2016-06-08
2328,Monthly,2018-06-14
2329,Monthly,2019-08-07
2330,Monthly,2016-01-19
2331,Monthly,2018-04-29
2332,Monthly,2019-09-24
2333,Monthly,2017-10-08
2334,Monthly,2019-03-19
2335,Monthly,2019-04-04
2336,Monthly,2016-07-08
2337,Monthly,2020-07-07
2338,Monthly,2020-08-08
2339,Monthly,2019-09-22
2340,Monthly,2020-06-22
2341,Monthly,2018-11-25
2342,Monthly,2016-02-11
2343,Monthly,2017-12-09
2344,Monthly,2019-07-02
2345,Monthly,2016-10-25
2346,Monthly,2019-05-08
2347,Monthly,2019-08-30
2348,Monthly,2019-02-05
2349,Monthly,2019-09-11
2350,Monthly,2019-08-04
2351,Monthly,2020-09-08
2352,Monthly,2018-01-21
2353,Monthly,2018-09-21
2354,Monthly,2020-03-17
2355,Monthly,2018-01-03
2356,Weekly,2019-12-23
2357,Monthly,2016-01-04
2358,Monthly,2018-09-13
2359,Monthly,2019-07-14
2360,Monthly,2019-08-27
2361,Monthly,2017-02-25
2362,Monthly,2019-12-30
2363,Monthly,2017-10-07
2364,Monthly,2018-05-03
2365,Monthly,2017-11-04
2366,Monthly,2020-05-20
2367,Monthly,2018-03-04
2369,Monthly,2020-07-19
2370,Monthly,2020-10-01
2371,Weekly,2020-10-23
2372,Monthly,2020-06-15
2373,Monthly,2019-09-29
2374,Monthly,2018-12-07
2375,Monthly,2017-05-16
2376,Monthly,2019-12-14
2377,Monthly,2017-11-13
2378,Monthly,2016-01-01
2379,Monthly,2016-01-10
2380,Monthly,2020-02-27
2381,Monthly,2020-02-13
2382,Monthly,2017-03-08
2383,Monthly,2019-08-05
2384,Monthly,2017-12-23
2385,Monthly,2019-11-15
2386,Monthly,2019-12-17
2387,Monthly,2019-06-22
2388,Monthly,2016-06-09
2389,Monthly,2019-06-02
2390,Monthly,2019-02-12
2391,Monthly,2020-11-07
2392,Monthly,2020-05-18
2393,Monthly,2016-01-07
2394,Monthly,2020-08-23
2395,Monthly,2019-06-24
2396,Monthly,2016-02-22
2397,Monthly,2019-06-14
2398,Monthly,2019-11-25
2399,Monthly,2017-04-26
2400,Monthly,2019-06-15
2401,Monthly,2017-08-26
2402,Monthly,2020-11-06
2403,Monthly,2019-02-20
2404,Monthly,2020-06-05
2405,Monthly,2020-02-27
2406,Monthly,2019-03-22
2407,Monthly,2019-07-21
2408,Monthly,2019-12-27
2409,Monthly,2019-02-13
2410,Monthly,2016-05-11
2411,Monthly,2016-06-27
2413,Monthly,2020-10-27
2414,Monthly,2018-01-19
2415,Monthly,2020-02-27
2416,Monthly,2019-01-23
2417,Monthly,2016-08-20
2418,Monthly,2019-10-29
2419,Monthly,2016-11-27
2420,Monthly,2019-06-25
2421,Monthly,2018-01-11
2422,Monthly,2020-08-29
2423,Monthly,2016-02-14
2424,Monthly,2018-10-13
2425,Monthly,2016-01-23
2427,Weekly,2016-10-08
2428,Monthly,2016-09-08
2429,Monthly,2016-02-06
2430,Monthly,2017-10-09
2431,Monthly,2018-02-23
2432,Monthly,2019-04-18
2433,Monthly,2016-02-19
2434,Monthly,2016-02-02
2435,Monthly,2016-11-01
2436,Monthly,2016-05-25
2437,Monthly,2018-12-04
2438,Monthly,2020-11-16
2439,Monthly,2019-08-13
2440,Monthly,2020-12-18
2441,Monthly,2019-12-22
2442,Monthly,2020-08-21
2443,Monthly,2020-06-25
2444,Monthly,2020-09-07
2445,Monthly,2019-07-07
2446,Monthly,2018-01-16
2447,Monthly,2020-07-14
2448,Monthly,2020-05-11
2449,Monthly,2020-08-05
2450,Monthly,2019-04-10
2451,Monthly,2020-04-29
2452,Monthly,2020-07-14
2453,Monthly,2016-03-08
2454,Monthly,2017-05-07
2455,Monthly,2020-02-06
2456,Monthly,2018-09-09
2457,Monthly,2016-11-11
2458,Weekly,2016-03-14
2459,Monthly,2020-09-10
2460,Monthly,2016-11-22
2461,Monthly,2020-09-28
2463,Monthly,2017-10-11
2464,Issuance After Transaction,2016-07-02
2465,Monthly,2019-10-06
2466,Monthly,2020-04-11
2467,Monthly,2016-05-29
2468,Monthly,2019-07-13
2469,Monthly,2019-02-05
2470,Monthly,2017-07-23
2471,Monthly,2017-07-03
2472,Monthly,2017-02-08
2473,Monthly,2019-02-16
2474,Monthly,2019-04-20
2475,Monthly,2019-10-13
2476,Monthly,2016-12-12
2477,Monthly,2020-02-11
2479,Monthly,2016-10-09
2480,Monthly,2020-09-07
2481,Monthly,2018-10-28
2482,Monthly,2017-02-23
2483,Monthly,2019-09-29
2484,Monthly,2016-01-03
2485,Monthly,2020-08-18
2486,Monthly,2016-02-27
2487,Monthly,2018-10-22
2488,Monthly,2016-04-06
2489,Monthly,2016-03-09
2490,Monthly,2018-02-21
2491,Monthly,2019-03-01
2492,Monthly,2020-09-01
2493,Monthly,2016-03-29
2494,Monthly,2017-04-23
2495,Monthly,2020-03-19
2496,Monthly,2017-05-21
2497,Monthly,2016-03-16
2498,Monthly,2019-03-01
2499,Monthly,2019-02-08
2500,Monthly,2018-10-26
2501,Monthly,2017-02-26
2502,Monthly,2019-10-21
2503,Monthly,2016-03-05
2504,Monthly,2016-12-09
2505,Monthly,2019-05-16
2506,Issuance After Transaction,2019-07-12
2507,Monthly,2019-12-28
2508,Monthly,2016-03-14
2509,Monthly,2020-06-13
2510,Monthly,2016-08-28
2511,Monthly,2017-05-01
2513,Monthly,2016-07-22
2514,Monthly,2018-08-13
2515,Monthly,2018-10-24
2516,Monthly,2018-11-16
2517,Issuance After Transaction,2019-11-10
2519,Monthly,2016-01-15
2520,Monthly,2018-07-25
2521,Monthly,2018-05-19
2522,Monthly,2019-01-21
2523,Monthly,2016-05-11
2524,Monthly,2017-12-19
2525,Monthly,2018-05-08
2526,Monthly,2019-07-04
2527,Monthly,2016-03-19
2528,Monthly,2016-03-25
2530,Monthly,2019-07-02
2531,Monthly,2019-12-21
2532,Monthly,2019-12-24
2533,Monthly,2018-06-27
2534,Monthly,2016-06-03
2535,Monthly,2020-01-21
2536,Monthly,2017-10-28
2537,Monthly,2020-02-09
2538,Monthly,2017-01-30
2539,Monthly,2020-04-24
2540,Monthly,2018-04-01
2541,Monthly,2017-11-08
2542,Monthly,2016-08-07
2543,Monthly,2016-02-13
2544,Monthly,2019-12-04
2545,Monthly,2019-12-04
2546,Monthly,2017-12-08
2547,Monthly,2018-04-28
2548,Monthly,2019-01-06
2549,Monthly,2016-11-12
2550,Monthly,2018-11-11
2551,Monthly,2019-02-08
2552,Monthly,2016-07-01
2553,Monthly,2018-07-24
2554,Monthly,2016-06-18
2555,Monthly,2016-03-10
2556,Monthly,2020-10-19
2557,Monthly,2016-11-17
2558,Monthly,2020-08-04
2559,Monthly,2018-06-01
2560,Monthly,2020-06-20
2561,Monthly,2019-09-29
2562,Monthly,2018-08-15
2563,Monthly,2018-01-17
2564,Monthly,2020-06-03
2565,Monthly,2018-10-04
2566,Monthly,2016-01-27
2567,Monthly,2019-01-07
2568,Monthly,2017-03-02
2569,Monthly,2017-06-10
2570,Monthly,2018-12-19
2571,Monthly,2020-01-15
2572,Issuance After Transaction,2017-11-13
2573,Monthly,2019-07-16
2574,Monthly,2016-02-02
2575,Monthly,2020-04-13
2576,Monthly,2016-09-02
2577,Monthly,2018-07-30
2578,Monthly,2019-03-25
2579,Monthly,2020-10-18
2580,Monthly,2018-11-09
2581,Monthly,2016-03-11
2582,Monthly,2016-11-01
2583,Monthly,2016-05-11
2584,Monthly,2016-07-08
2585,Monthly,2016-02-10
2586,Monthly,2020-04-16
2587,Monthly,2020-07-25
2588,Monthly,2016-12-04
2589,Monthly,2019-12-04
2590,Monthly,2019-12-04
2591,Monthly,2019-05-06
2592,Monthly,2016-09-01
2593,Monthly,2019-07-06
2594,Issuance After Transaction,2020-05-03
2595,Monthly,2020-08-17
2596,Monthly,2017-09-02
2597,Monthly,2020-03-16
2598,Monthly,2019-03-14
2599,Monthly,2016-04-20
2600,Monthly,2019-02-13
2601,Monthly,2019-11-24
2602,Monthly,2019-06-17
2603,Monthly,2019-06-14
2604,Monthly,2019-07-04
2605,Monthly,2019-01-10
2606,Monthly,2017-07-27
2607,Monthly,2020-08-19
2608,Monthly,2018-08-09
2609,Monthly,2016-05-03
2610,Monthly,2019-12-20
2611,Monthly,2019-03-06
2612,Monthly,2020-04-29
2613,Monthly,2016-10-03
2614,Monthly,2019-09-11
2615,Monthly,2017-07-17
2616,Monthly,2016-08-17
2617,Monthly,2016-09-24
2618,Monthly,2016-03-21
2619,Monthly,2019-05-13
2620,Monthly,2016-08-03
2621,Monthly,2018-10-29
2622,Monthly,2019-08-21
2623,Monthly,2016-10-09
2624,Monthly,2019-03-28
2625,Weekly,2019-07-09
2627,Monthly,2017-10-02
2628,Issuance After Transaction,2017-02-06
2629,Monthly,2019-09-10
2630,Monthly,2018-12-21
2631,Monthly,2019-03-29
2632,Monthly,2016-01-02
2633,Monthly,2019-03-14
2634,Monthly,2020-10-08
2635,Monthly,2019-02-04
2636,Monthly,2019-11-26
2637,Monthly,2020-01-01
2638,Monthly,2017-06-02
2639,Monthly,2016-04-26
2640,Monthly,2019-09-21
2641,Monthly,2016-05-02
2642,Monthly,2018-06-05
2644,Monthly,2020-08-08
2645,Monthly,2016-05-22
2646,Monthly,2020-07-24
2647,Monthly,2016-02-08
2648,Monthly,2016-04-13
2649,Monthly,2016-09-08
2650,Monthly,2019-03-26
2651,Monthly,2016-03-21
2652,Monthly,2019-07-22
2653,Monthly,2020-01-08
2654,Monthly,2017-07-21
2655,Monthly,2019-09-07
2656,Monthly,2020-02-18
2657,Monthly,2019-10-07
2658,Monthly,2020-11-14
2659,Monthly,2019-03-30
2660,Weekly,2016-10-17
2661,Monthly,2020-02-25
2662,Monthly,2017-05-24
2663,Monthly,2018-01-25
2664,Monthly,2017-01-20
2665,Monthly,2016-11-13
2666,Monthly,2016-03-08
2667,Monthly,2016-10-23
2668,Monthly,2020-05-20
2670,Monthly,2016-01-27
2671,Monthly,2016-09-15
2672,Monthly,2020-03-14
2673,Monthly,2017-01-04
2674,Monthly,2018-10-10
2675,Monthly,2017-02-19
2676,Monthly,2016-01-22
2677,Monthly,2019-08-28
2678,Monthly,2020-07-15
2679,Monthly,2020-07-24
2680,Monthly,2018-03-03
2681,Monthly,2018-01-19
2684,Monthly,2020-09-10
2685,Monthly,2019-11-01
2686,Monthly,2019-01-11
2687,Monthly,2016-07-01
2688,Monthly,2018-02-20
2689,Monthly,2020-01-01
2690,Monthly,2020-03-19
2691,Monthly,2016-09-08
2692,Monthly,2018-12-08
2693,Monthly,2020-11-17
2694,Monthly,2016-03-08
2695,Monthly,2016-09-16
2696,Monthly,2020-01-19
2697,Monthly,2016-06-26
2698,Monthly,2020-05-21
2699,Monthly,2019-12-25
2700,Monthly,2016-11-08
2701,Monthly,2016-07-27
2702,Monthly,2019-02-01
2703,Monthly,2020-10-28
2705,Issuance After Transaction,2016-07-05
2706,Monthly,2019-06-23
2707,Monthly,2017-11-27
2708,Monthly,2019-03-25
2709,Monthly,2019-10-18
2710,Monthly,2019-06-12
2711,Monthly,2016-05-19
2712,Monthly,2016-03-12
2713,Monthly,2017-04-03
2714,Monthly,2016-01-30
2715,Monthly,2020-10-06
2716,Monthly,2019-01-08
2717,Monthly,2019-07-25
2718,Monthly,2018-02-05
2719,Monthly,2019-02-08
2720,Weekly,2020-06-16
2721,Monthly,2020-11-14
2722,Monthly,2020-07-24
2723,Monthly,2018-03-12
2724,Monthly,2019-08-09
2725,Monthly,2020-04-02
2726,Monthly,2018-04-20
2727,Monthly,2018-10-25
2728,Weekly,2020-07-06
2729,Monthly,2018-01-16
2730,Monthly,2019-05-02
2731,Monthly,2018-09-26
2732,Monthly,2016-07-27
2733,Monthly,2016-12-22
2734,Monthly,2019-12-16
2736,Monthly,2016-07-02
2737,Monthly,2019-07-06
2738,Monthly,2016-11-12
2739,Monthly,2016-11-29
2740,Monthly,2017-05-08
2741,Monthly,2016-06-07
2742,Monthly,2017-10-15
2743,Monthly,2020-05-22
2744,Weekly,2020-04-19
2745,Monthly,2020-09-28
2746,Monthly,2019-08-23
2747,Monthly,2017-08-14
2749,Monthly,2017-05-23
2750,Monthly,2018-04-13
2751,Monthly,2018-04-28
2752,Monthly,2019-05-15
2753,Monthly,2019-02-13
2754,Weekly,2019-01-26
2755,Monthly,2018-01-26
2756,Monthly,2020-10-21
2757,Monthly,2019-05-14
2758,Monthly,2016-05-19
2759,Monthly,2019-10-23
2760,Monthly,2020-03-14
2761,Monthly,2019-12-26
2762,Monthly,2016-03-20
2763,Monthly,2016-02-11
2764,Monthly,2019-08-15
2765,Monthly,2020-09-20
2766,Monthly,2020-02-20
2767,Monthly,2019-03-23
2768,Monthly,2016-12-20
2770,Monthly,2016-12-25
2771,Monthly,2016-08-18
2772,Monthly,2019-02-24
2773,Monthly,2019-06-23
2774,Monthly,2019-02-05
2775,Monthly,2020-12-08
2776,Monthly,2020-08-10
2777,Monthly,2019-12-25
2778,Monthly,2016-12-30
2779,Monthly,2016-06-15
2780,Monthly,2018-12-29
2781,Monthly,2018-06-20
2782,Monthly,2020-02-27
2783,Monthly,2018-11-23
2784,Monthly,2020-10-30
2787,Monthly,2020-12-07
2788,Monthly,2017-10-12
2789,Monthly,2017-01-01
2790,Monthly,2017-10-18
2791,Monthly,2020-12-19
2792,Monthly,2019-08-26
2793,Monthly,2016-10-09
2794,Monthly,2019-08-08
2795,Monthly,2019-08-20
2796,Weekly,2020-12-08
2797,Monthly,2020-02-26
2798,Monthly,2017-08-24
2799,Weekly,2017-04-03
2800,Monthly,2020-05-08
2801,Monthly,2019-09-23
2802,Monthly,2016-09-16
2803,Monthly,2018-12-01
2804,Monthly,2019-02-22
2805,Monthly,2019-05-20
2806,Monthly,2020-06-26
2807,Monthly,2019-10-04
2808,Monthly,2017-12-18
2809,Monthly,2017-12-08
2810,Monthly,2018-03-16
2811,Monthly,2019-01-02
2812,Monthly,2019-07-05
2813,Monthly,2016-12-15
2814,Monthly,2016-04-25
2816,Monthly,2020-05-04
2817,Monthly,2016-04-07
2818,Monthly,2016-07-21
2819,Monthly,2017-07-16
2820,Monthly,2020-12-11
2821,Monthly,2019-07-12
2823,Monthly,2016-04-18
2824,Monthly,2016-10-20
2825,Monthly,2019-07-10
2826,Monthly,2019-11-20
2827,Monthly,2019-12-18
2829,Monthly,2020-08-18
2830,Monthly,2018-08-04
2831,Monthly,2020-11-10
2832,Monthly,2020-11-22
2833,Monthly,2018-08-30
2834,Monthly,2018-10-14
2835,Monthly,2018-10-03
2836,Monthly,2018-11-18
2837,Monthly,2019-06-02
2838,Weekly,2016-04-13
2839,Monthly,2018-04-04
2840,Monthly,2017-10-09
2841,Monthly,2016-07-27
2842,Monthly,2016-12-29
2843,Monthly,2020-03-29
2844,Monthly,2019-01-19
2845,Monthly,2020-08-21
2846,Monthly,2020-09-27
2847,Monthly,2017-05-08
2849,Monthly,2016-09-16
2850,Monthly,2020-11-22
2851,Monthly,2018-12-02
2852,Monthly,2019-12-29
2853,Monthly,2018-09-08
2854,Monthly,2020-01-18
2855,Monthly,2018-08-21
2856,Monthly,2018-03-18
2857,Monthly,2020-04-28
2858,Monthly,2018-08-22
2859,Monthly,2016-10-23
2860,Weekly,2020-05-30
2861,Monthly,2016-02-10
2862,Monthly,2016-06-07
2863,Monthly,2019-01-21
2864,Monthly,2019-03-16
2865,Monthly,2018-03-03
2866,Monthly,2018-09-13
2867,Monthly,2016-11-04
2868,Monthly,2017-06-15
2869,Monthly,2019-09-27
2870,Monthly,2019-06-18
2871,Monthly,2018-10-30
2872,Monthly,2019-09-04
2873,Monthly,2019-12-13
2874,Monthly,2020-04-02
2875,Monthly,2019-12-24
2876,Monthly,2016-04-22
2877,Monthly,2018-06-04
2878,Monthly,2020-06-14
2879,Monthly,2020-10-14
2880,Monthly,2016-06-16
2881,Monthly,2016-01-04
2882,Monthly,2019-07-20
2883,Monthly,2020-06-29
2884,Monthly,2016-02-08
2885,Monthly,2019-09-04
2886,Monthly,2017-04-08
2887,Monthly,2019-07-13
2888,Monthly,2019-05-23
2889,Monthly,2019-03-23
2890,Monthly,2019-02-07
2891,Monthly,2020-05-28
2892,Monthly,2020-12-16
2893,Monthly,2019-02-08
2894,Monthly,2016-08-28
2895,Monthly,2016-03-09
2896,Monthly,2016-03-30
2897,Monthly,2020-10-11
2898,Monthly,2019-11-23
2899,Monthly,2020-04-03
2900,Monthly,2020-05-14
2901,Monthly,2020-04-09
2902,Monthly,2016-01-28
2903,Monthly,2017-05-19
2904,Monthly,2019-03-20
2905,Monthly,2017-10-03
2906,Monthly,2019-09-20
2907,Monthly,2016-09-09
2908,Monthly,2020-03-16
2909,Monthly,2019-04-04
2910,Monthly,2020-10-21
2911,Monthly,2018-02-25
2912,Monthly,2017-07-30
2913,Monthly,2016-12-28
2914,Monthly,2019-09-08
2915,Monthly,2016-07-23
2916,Monthly,2019-12-03
2917,Monthly,2019-08-08
2918,Issuance After Transaction,2020-12-05
2919,Monthly,2018-05-10
2920,Monthly,2020-11-13
2921,Monthly,2019-09-21
2922,Monthly,2017-06-06
2923,Monthly,2018-01-10
2924,Monthly,2017-10-16
2925,Monthly,2016-01-10
2926,Monthly,2016-01-14
2927,Monthly,2020-08-04
2928,Monthly,2016-12-14
2929,Monthly,2019-04-06
2930,Monthly,2019-08-24
2931,Monthly,2018-05-04
2932,Monthly,2016-05-04
2933,Monthly,2016-06-18
2934,Monthly,2019-10-08
2935,Monthly,2018-05-15
2936,Monthly,2019-03-27
2937,Monthly,2020-02-25
2938,Monthly,2016-08-04
2939,Monthly,2020-06-28
2940,Monthly,2016-06-24
2942,Monthly,2020-09-24
2944,Monthly,2019-01-11
2945,Monthly,2019-07-11
2946,Monthly,2019-05-07
2947,Monthly,2019-08-09
2949,Monthly,2017-10-21
2950,Monthly,2019-06-28
2951,Monthly,2016-09-06
2952,Monthly,2020-04-28
2953,Monthly,2019-09-02
2954,Monthly,2020-04-08
2955,Monthly,2019-09-27
2956,Monthly,2020-06-10
2957,Monthly,2018-07-28
2958,Monthly,2016-09-19
2959,Monthly,2017-02-25
2960,Monthly,2017-09-20
2961,Monthly,2019-07-12
2962,Monthly,2016-05-30
2963,Monthly,2019-12-09
2964,Monthly,2020-01-09
2965,Monthly,2018-10-10
2966,Monthly,2020-03-27
2967,Monthly,2019-11-13
2968,Monthly,2018-02-05
2969,Monthly,2018-05-26
2970,Monthly,2016-01-22
2971,Weekly,2016-12-23
2972,Monthly,2016-11-23
2973,Monthly,2019-08-15
2974,Monthly,2016-03-13
2976,Monthly,2019-08-19
2977,Monthly,2019-06-20
2978,Monthly,2018-01-06
2979,Monthly,2020-11-22
2980,Monthly,2016-12-09
2981,Monthly,2020-01-11
2982,Monthly,2019-06-04
2983,Monthly,2019-07-25
2985,Monthly,2016-04-06
2986,Monthly,2019-04-09
2987,Monthly,2016-09-16
2988,Issuance After Transaction,2019-10-14
